A,B,C,D,E,F,G,H,I,J,,,
1,1,1,1,0,1,1,0.9302206873,0.4254638241,0.6527778450,0.2550596148,0.7732033306,0.8390561957
1,0,0,1,0,1,1,0.3343723272,0.3823949723,0.0461354190,0.7119909059,0.7488559480,0.1307550999
0,0,1,1,0,1,0,0.8578461194,0.2566340961,0.5815201346,0.4261755967,0.6128823487,0.5471485588
0,1,0,0,1,1,1,0.1175505980,0.1018662383,0.6167813428,0.6481054374,0.4921544176,0.5585583993
0,0,0,1,1,1,0,0.6620102292,0.4622860332,0.9537207852,0.8091199948,0.7021986563,0.1285203164
0,0,1,0,1,1,0,0.0078840796,0.0265229149,0.3595409016,0.3933008346,0.4068050338,0.3790439386
0,0,0,1,0,1,1,0.0941663827,0.1464612121,0.3502256568,0.4961272543,0.9264993640,0.3808471812
1,0,1,0,1,0,0,0.9370704265,0.3625861569,0.9359996007,0.0174018336,0.0996178216,0.6217369954
1,0,0,0,1,0,0,0.9165717955,0.9453461808,0.5540870568,0.1541914647,0.0770453815,0.9978252705
1,1,0,1,0,1,1,0.8080622167,0.5619273940,0.8303041132,0.7038091933,0.3175044851,0.9430418676
0,0,1,1,1,0,0,0.3790145400,0.4791279798,0.3078135741,0.1176075358,0.3298515603,0.5334451310
0,1,1,0,0,1,1,0.1383243473,0.9055090630,0.7196017597,0.5904310886,0.4867309434,0.9950538306
1,0,1,0,0,0,0,0.7913605450,0.2537693623,0.4197434075,0.5826765220,0.9745505550,0.2164271995
0,0,1,1,0,0,0,0.9274203181,0.5969494320,0.7605671603,0.3981281561,0.5833755573,0.0851705200
0,1,0,1,1,1,1,0.2972232909,0.8071794515,0.5081156865,0.3661835785,0.6773765474,0.3990311562
1,0,0,0,1,1,0,0.2200540206,0.0488358503,0.5069679702,0.0627985108,0.1057785247,0.5398478233
0,1,1,0,0,0,0,0.8393169940,0.0468899510,0.6843090053,0.3732891520,0.8878983720,0.4566599741
1,1,0,1,0,0,0,0.0199676859,0.9846668178,0.5629471573,0.3985715038,0.0197415994,0.1557560163
0,1,0,1,0,0,1,0.2832107213,0.7140314397,0.1821514573,0.6081254780,0.4815536914,0.6508687101
1,0,0,1,1,0,1,0.4166169488,0.1723280833,0.5874693790,0.3717209040,0.0331004164,0.5738476603
1,0,1,1,1,0,1,0.5581324566,0.9446195476,0.4716514531,0.1249062181,0.3489362425,0.0765012070
0,0,1,1,0,1,1,0.9042390464,0.7788776448,0.3817131994,0.2457992551,0.4515645797,0.2230881862
1,0,1,0,0,1,1,0.7734841155,0.7693183031,0.7497383384,0.2665431243,0.1524756500,0.4756177543
1,0,1,1,1,0,1,0.7800352843,0.9346167506,0.2672250904,0.1313247182,0.9092069683,0.5514026419
0,0,1,0,1,0,1,0.4351793313,0.0806195191,0.4679678059,0.9683745359,0.7236346537,0.0400509788
0,1,0,0,1,1,0,0.4752355241,0.6025950303,0.8977658991,0.8558337339,0.5381730450,0.8290661424
0,1,0,0,1,0,1,0.5927848807,0.2910809931,0.8044204982,0.2570801848,0.5400056406,0.0579208066
0,0,1,1,0,0,1,0.3440753543,0.7627602783,0.8451405293,0.7240663292,0.3397096591,0.2047175122
0,1,0,0,0,1,0,0.8808703362,0.2603831012,0.2517921748,0.4165372676,0.9954854669,0.5224702298
1,1,0,0,1,1,1,0.7531877798,0.8085204903,0.5916536869,0.6241723383,0.6941168304,0.5471208226
1,0,1,1,1,0,1,0.1303434349,0.3083575149,0.3768270398,0.6120925285,0.2240277207,0.7739339597
1,0,1,1,1,0,0,0.4442591630,0.6310172114,0.2214827216,0.9980075289,0.2803838500,0.1330693890
0,1,1,0,1,1,0,0.8784456141,0.2359246179,0.4975862447,0.8109108568,0.8409475824,0.8295486174
0,1,1,0,1,0,0,0.2411161978,0.2268724395,0.2789501860,0.9227371598,0.9950403338,0.4152105595
1,1,0,1,0,1,0,0.7268019123,0.7995648822,0.8366983784,0.5445625423,0.1449667830,0.7525914153
1,1,1,1,1,1,1,0.6479527019,0.7800382287,0.7510068524,0.0237396467,0.3791068606,0.4666904104
1,1,1,1,1,1,0,0.9205292207,0.2070173724,0.2326753088,0.3694910901,0.5697198496,0.7318247049
0,0,0,0,0,0,1,0.4253633227,0.5864519649,0.6948751546,0.4449513461,0.7536237137,0.4702791711
0,0,1,1,0,1,1,0.6974345944,0.0149494493,0.2114115972,0.8453967506,0.9465437164,0.8895906848
1,0,1,1,1,0,1,0.5028054342,0.0699990815,0.4529681415,0.8988651000,0.8206086443,0.3558033737
1,1,1,1,0,0,1,0.5930855596,0.4646067033,0.3285575802,0.4129514969,0.7180381413,0.4861895107
1,0,1,1,1,1,1,0.7628574246,0.6665791404,0.6148465159,0.5969227785,0.4929843168,0.7595477756
1,1,0,1,1,0,1,0.8245498901,0.7749927039,0.1575225191,0.7941777660,0.0016056043,0.0712131788
0,0,0,1,1,0,1,0.2418281189,0.2331557032,0.1628943663,0.9788125241,0.1202304862,0.4519893858
1,0,0,1,1,1,0,0.2478946182,0.6851874487,0.8601454669,0.7052804343,0.5657648123,0.9248948526
1,0,0,1,0,0,1,0.0909026409,0.9691732056,0.5099305375,0.7947719279,0.1094306237,0.3042006050
1,1,1,0,1,0,1,0.0932995682,0.5314151901,0.9424216808,0.2538677556,0.8693798096,0.6959781791
1,1,0,1,1,0,0,0.9470449560,0.6834795987,0.3853777889,0.8676426574,0.1872268943,0.4557621884
0,1,0,1,1,0,0,0.4422117388,0.5550894765,0.8406696371,0.5511069680,0.4877289664,0.9426704710
1,0,0,1,0,0,1,0.4153348636,0.5018241792,0.8727779863,0.4694934292,0.2852561991,0.1375297676
1,0,0,1,1,1,0,0.6534878314,0.0941578369,0.7003602008,0.1722837528,0.6165789668,0.6690683882
0,1,0,0,0,1,0,0.8047593450,0.0414761631,0.8755705203,0.2721046410,0.1613918990,0.1153301052
0,0,0,0,1,0,1,0.8330583498,0.0816497966,0.5190280084,0.3402764993,0.6633101464,0.7839753116
1,1,1,0,0,0,0,0.3427435602,0.3752760626,0.8181008198,0.0217176969,0.1602393356,0.9477980495
0,0,0,0,1,1,0,0.2505711266,0.1209500143,0.4413278769,0.1141947415,0.6293198443,0.1158685684
0,1,1,0,1,1,1,0.7535298956,0.9327066322,0.0942512262,0.3998572086,0.8709017280,0.2034853953
1,0,1,0,0,1,1,0.1639480116,0.6714141336,0.5192143586,0.1354267239,0.9366676058,0.1041695769
1,0,0,1,1,1,0,0.3610441140,0.7907465734,0.7094656560,0.8019583565,0.3332111975,0.3347141161
0,0,0,0,1,1,1,0.3760665306,0.9005854996,0.1111184601,0.5308525884,0.3928646315,0.1437699371
0,0,1,1,1,1,1,0.3923962810,0.6711625499,0.0906410157,0.1107283598,0.2685934897,0.9472929807
1,1,0,1,1,1,0,0.9185617529,0.4332332485,0.3814819264,0.1926305033,0.4639820354,0.2329133977
1,1,0,1,0,1,1,0.1624169438,0.8178962748,0.3236742709,0.3602060704,0.3540021344,0.1188694225
0,1,0,1,1,1,0,0.5655286657,0.0015552356,0.9382258463,0.9066641810,0.4220750332,0.2396794744
1,0,1,1,0,0,0,0.9365419932,0.2951768637,0.3749075462,0.4163150955,0.8280246365,0.2414354421
0,0,0,1,0,0,0,0.5757476776,0.9985533492,0.9068604987,0.8153493186,0.5655167373,0.8310988508
1,1,0,1,0,0,1,0.8531696079,0.4186338596,0.7392204953,0.5513921431,0.7703911033,0.8565292177
1,0,0,0,1,0,0,0.1805679640,0.2363005388,0.6316819279,0.1285728575,0.4557474358,0.8206993612
0,0,0,0,0,0,0,0.8670390095,0.1922541326,0.1815649667,0.8584934091,0.8396491841,0.6138476678
1,1,0,0,0,0,1,0.0243968340,0.2006847970,0.4804620673,0.8645136594,0.8620027774,0.6772989933
0,0,1,1,0,0,1,0.4943622272,0.7931912220,0.6660731011,0.7887019441,0.5820147381,0.4607422682
1,1,1,0,1,0,0,0.3124305084,0.4395994334,0.3618048802,0.1426344365,0.0620617247,0.6239370829
1,0,1,1,0,1,0,0.1156734517,0.5769512071,0.5809744932,0.3503782735,0.0587696410,0.7591111572
0,0,0,1,1,0,1,0.2054567728,0.5275019230,0.1456737318,0.2816518787,0.7509031058,0.1038918132
1,0,1,0,0,0,1,0.2564218212,0.5668847254,0.1219586604,0.1869500671,0.6988165989,0.7186949863
1,1,0,0,0,1,0,0.0218187771,0.1955548050,0.9575711945,0.9312840663,0.3086129739,0.5300517920
0,1,0,1,0,1,1,0.3706674674,0.3020170042,0.9217495872,0.9694032688,0.9317487008,0.3338797069
0,0,1,0,1,0,1,0.0261453767,0.1054021674,0.9677941874,0.4345954838,0.0201835185,0.9493059786
0,1,1,1,1,0,1,0.9656351930,0.1035114373,0.3890723465,0.4233247191,0.2898031757,0.9765676796
1,0,0,1,1,1,0,0.4998023016,0.7511268375,0.2945476957,0.7357717291,0.4912302559,0.6999747353
1,0,0,1,0,0,1,0.1028690808,0.9682292533,0.4837508379,0.8624519818,0.4146816898,0.0665786546
0,1,0,0,1,0,1,0.6848757705,0.4921839028,0.1361167985,0.5990610258,0.9265274638,0.0303011071
1,1,1,0,0,0,1,0.0606737598,0.9227764662,0.3351626773,0.8735183980,0.1963768578,0.5503879832
0,0,1,1,1,1,0,0.6824657042,0.7400343819,0.2877313094,0.8360529747,0.8873130092,0.6045322763
0,0,0,1,0,0,1,0.8395342696,0.3061331967,0.7267516530,0.5319263330,0.5142286113,0.0791054997
0,0,1,0,1,0,1,0.4593347553,0.9004681068,0.1967013469,0.0111820702,0.1713966443,0.4616346294
0,1,1,1,0,0,0,0.2452231878,0.6213509953,0.1957883169,0.8430582006,0.6274042181,0.0457277098
1,0,1,1,1,0,0,0.0518033300,0.5813013627,0.4694325021,0.9465319384,0.1990542775,0.4686910054
1,1,0,0,1,1,0,0.0392696569,0.4405913777,0.4269925449,0.6381657980,0.9061178216,0.6036894196
1,0,1,0,0,0,1,0.1136192977,0.1689376761,0.8530586339,0.2274491512,0.3288838542,0.3361698519
1,1,0,0,0,1,1,0.7277160650,0.4524166551,0.3414649260,0.9088173793,0.3007033844,0.5929782777
0,1,1,0,1,1,0,0.1950553628,0.7034776136,0.0342260459,0.9152302393,0.7698805905,0.7761864662
1,1,0,0,0,1,1,0.3001481341,0.2187028471,0.7023477526,0.1690435861,0.1183634717,0.8118092306
1,0,1,0,1,1,1,0.0768455346,0.1476661479,0.6345859100,0.0926822005,0.3937812173,0.9117720090
1,0,1,0,1,0,0,0.5692319521,0.6069682664,0.2667344580,0.4715879248,0.6972843506,0.8310298151
0,0,1,1,1,1,1,0.6581934984,0.4880615403,0.4049944081,0.8917875197,0.3491521818,0.9631396364
1,1,1,0,0,1,1,0.9169039563,0.4663891061,0.0675141304,0.7127185203,0.4233160969,0.1362732896
0,1,1,1,1,1,1,0.8499066425,0.2478789906,0.4907444408,0.9226407483,0.3338627876,0.4228886105
1,0,1,0,0,0,1,0.3692430984,0.8810655046,0.1416245466,0.1057222369,0.1642075852,0.3291355358
1,0,1,0,1,1,0,0.2029235507,0.2861571047,0.4011519477,0.0702887527,0.1396609982,0.8822571156
0,0,1,1,0,0,0,0.1949359705,0.9952631244,0.5718815159,0.6072253617,0.9022664218,0.1140976804
0,0,0,1,0,0,1,0.8060582951,0.7119894112,0.1758122477,0.3398042023,0.1074103680,0.2674628044
1,1,0,1,0,0,0,0.1470329775,0.6025786991,0.0847260491,0.5256642504,0.3128849412,0.0398593568
0,1,1,0,0,0,0,0.9933875622,0.8825924289,0.4231373766,0.8524774266,0.5802382804,0.7343157716
0,1,1,1,0,0,0,0.1276377356,0.6090636686,0.3982769405,0.6565382588,0.0326648019,0.6820529406
1,1,0,1,1,1,1,0.7784770592,0.9162925575,0.6326646418,0.9740583487,0.5728036864,0.2118609315
0,0,1,1,1,1,1,0.9738875302,0.5983074917,0.5750419968,0.5146135767,0.7700282848,0.5474371254
1,1,0,1,1,1,0,0.0112635419,0.2372634253,0.7546391138,0.3853540677,0.0453014500,0.6751322034
1,0,1,0,0,0,0,0.3216456180,0.0671352325,0.3530617473,0.8339270800,0.1224008081,0.4681125265
0,0,0,0,1,0,1,0.4523105500,0.7668851833,0.3424384552,0.1416698098,0.7945268038,0.5893690628
0,0,0,1,1,0,0,0.9841457554,0.0033497964,0.9829548490,0.2053782968,0.5702456236,0.2101492020
0,1,1,0,0,0,0,0.8306245958,0.3177506579,0.2094357698,0.2420960055,0.6677754978,0.6275442927
0,1,1,1,1,0,0,0.5990090044,0.1490939879,0.2230511555,0.5347341322,0.4165884661,0.5605856013
1,1,0,0,1,1,1,0.7135678544,0.2772581298,0.7947541513,0.4580684192,0.5643532756,0.5098385015
1,0,1,0,0,0,0,0.1674069753,0.5008997046,0.0685218284,0.8389544482,0.8304205444,0.8916634494
0,0,0,0,0,1,1,0.6005317750,0.1794107747,0.3611221011,0.9837658666,0.8344982369,0.3717364050
1,1,0,1,1,1,1,0.5500974306,0.7037489824,0.3799113687,0.4169189841,0.4790085545,0.5978367752
1,0,0,0,1,0,0,0.9651632039,0.4417475760,0.7772571393,0.5332364612,0.4888323219,0.6442136681
1,1,0,1,1,0,0,0.0428098952,0.3160621300,0.6715070507,0.4756061286,0.4537304402,0.1342150704
1,1,1,1,1,1,0,0.9310804759,0.9447760605,0.9508888307,0.3547815452,0.6210268396,0.4150195303
1,0,1,1,0,0,1,0.6699022069,0.6232607267,0.5300728870,0.6411778331,0.5318063763,0.3123422689
0,0,1,0,1,0,1,0.2391263568,0.1473423350,0.7750116047,0.0491545522,0.6053196397,0.5480561061
0,1,0,0,0,1,0,0.1413722993,0.8516977485,0.0147627527,0.7233769866,0.9612004627,0.5574628687
0,1,1,1,1,0,1,0.5503126248,0.2723276773,0.3405634919,0.6002683095,0.6464721207,0.1456491365
0,1,1,1,1,0,0,0.9263576008,0.8035115609,0.9964513280,0.9073428772,0.8666128269,0.9328295402
0,0,0,0,1,1,1,0.9236216350,0.8706657416,0.6297112196,0.3661650014,0.5481483317,0.1481630127
0,1,0,0,1,1,1,0.9595317142,0.7994679143,0.8616510876,0.1486617392,0.3493850236,0.5491729770
0,0,0,1,0,1,0,0.5459884554,0.0895436737,0.3656321228,0.0501801241,0.5780579741,0.7858320060
0,0,1,0,0,1,0,0.7816777611,0.8161475426,0.9820391424,0.4707695353,0.6468476639,0.9136385280
1,1,1,0,1,1,1,0.5885736598,0.8414776931,0.7737206477,0.0101636052,0.2115556276,0.8026682264
1,0,1,0,1,1,0,0.0008987831,0.0261061136,0.5560898115,0.7148738001,0.0663593314,0.2581625520
1,1,0,0,0,1,0,0.8497558474,0.0636236062,0.2876673909,0.1231908733,0.3511947296,0.2577854311
1,0,0,1,0,1,1,0.6509774644,0.6077403608,0.1642105640,0.8280173969,0.6858031559,0.2063195552
0,1,0,0,1,1,0,0.8733557514,0.7052978361,0.2499446748,0.6065543452,0.3501728885,0.6532538375
1,1,0,1,0,0,0,0.6655560732,0.5312912562,0.6642794567,0.0185349029,0.8681883207,0.2741694520
0,0,0,0,1,1,0,0.8184497491,0.4448303948,0.3432227769,0.8704377902,0.5752257095,0.8876558454
0,1,1,1,1,1,0,0.1805314864,0.1389336679,0.1748089986,0.7225926295,0.0533568086,0.8324208078
1,0,0,0,1,0,1,0.7103847098,0.5258154767,0.4889927851,0.5591014801,0.8036076138,0.9857024839
0,0,0,1,0,0,1,0.7902707327,0.6088933558,0.2103711953,0.9670331469,0.2705929563,0.7049169256
1,0,0,0,0,1,0,0.9837827389,0.3573461864,0.9180252566,0.0448509799,0.8535954948,0.4099573921
1,0,1,1,1,1,1,0.6807137541,0.2036739504,0.2335091694,0.7765617436,0.4930924894,0.1381387697
1,0,1,1,1,1,0,0.1370055298,0.7911604811,0.9216991654,0.8064063038,0.0900074383,0.5113812792
1,0,0,0,0,1,1,0.4572294378,0.1452794890,0.0396235562,0.5690487744,0.3430933673,0.5817471705
0,0,0,1,0,1,0,0.7360005910,0.7232464966,0.6029121242,0.4611891848,0.9487645831,0.3698457782
0,1,1,0,0,1,1,0.2722092839,0.6185099310,0.1698445515,0.9477618043,0.5618079444,0.0045479285
1,1,1,0,1,0,0,0.0151207875,0.5136093185,0.1195816449,0.1002024743,0.8703080649,0.3780862768
0,0,0,0,0,0,1,0.6451276196,0.6249475437,0.9110737564,0.7349555735,0.2007381734,0.0496605574
0,1,0,0,0,1,1,0.2046659580,0.9140383601,0.6899922024,0.8985603037,0.3886818360,0.4922667420
0,0,0,1,1,1,0,0.0482621151,0.6581191965,0.3270820784,0.5177565678,0.5047342139,0.6804667581
0,1,0,0,0,0,1,0.0460292459,0.1264001154,0.1167959659,0.9228871111,0.5846698130,0.5676420354
1,1,1,1,1,1,1,0.8837359352,0.2113406500,0.8747452018,0.3490550881,0.8591617285,0.2695210921
1,1,1,0,0,0,0,0.4727822794,0.4543044488,0.8130402765,0.9841599190,0.4371809484,0.9843403767
0,1,1,1,1,1,0,0.9610528857,0.3153488911,0.7878705417,0.5951026669,0.6523693204,0.8839699044
1,0,0,0,0,1,1,0.9070927771,0.5073291552,0.9061899986,0.4629752729,0.4192017401,0.1633252213
1,1,1,0,0,0,1,0.4771245411,0.9425564185,0.1116021876,0.0361317415,0.2720754859,0.1400883915
1,0,1,0,1,0,1,0.2987460038,0.2041655509,0.5265445807,0.9640209158,0.0652163797,0.6673102970
0,0,1,0,0,1,1,0.1431828765,0.5074505880,0.3537728405,0.6181028001,0.9292521975,0.9549997435
0,0,1,1,0,1,0,0.4089714657,0.1970828837,0.9260165365,0.8169397907,0.4154393831,0.0572092705
1,1,1,0,0,0,0,0.4205844374,0.4863884961,0.5069279494,0.8802119899,0.7576209898,0.2609976307
0,1,1,0,1,1,1,0.2037583198,0.2324274061,0.2387464531,0.4639598536,0.2219350110,0.9654597472
1,0,0,0,0,1,0,0.6296544322,0.2574264877,0.9756074203,0.8539609383,0.4798282604,0.1569330934
1,0,0,1,0,0,1,0.4007315766,0.0186461955,0.9479098567,0.7205624082,0.1213617907,0.3087163535
1,1,1,1,0,0,1,0.6104236422,0.2915692907,0.4022671310,0.7053477662,0.0183087979,0.5463089305
1,1,0,1,0,0,0,0.4016677882,0.0075261085,0.1027931669,0.6292041186,0.3348009605,0.2574227266
1,1,0,1,1,1,1,0.3510318524,0.6237464170,0.8446890139,0.1428961046,0.2847331311,0.9666605610
0,0,1,1,1,0,1,0.4041285398,0.2513509258,0.5282212524,0.8495186050,0.8342913771,0.7337036561
1,0,1,1,0,0,1,0.4512256579,0.0237309625,0.5134902322,0.5260373550,0.0217818385,0.8108248180
0,1,1,1,1,0,1,0.4332920029,0.5065244101,0.4620079240,0.6916909879,0.0868387958,0.0681245867
0,1,1,1,0,1,0,0.3054963802,0.8898823629,0.3890827657,0.0035000471,0.8227718850,0.4128727298
1,0,1,0,1,1,0,0.1647385075,0.9682459831,0.9364781096,0.6175248879,0.3305238951,0.3048868687
1,0,1,0,1,1,0,0.9634799142,0.5445744148,0.3785525383,0.1669498677,0.7655366389,0.4840131379
0,1,0,0,0,0,0,0.8174232575,0.5785106751,0.8884562794,0.8012777511,0.3892635219,0.7545082467
1,1,0,1,1,1,1,0.7846376318,0.8326866031,0.1965859998,0.0206939359,0.2349781585,0.3758441568
0,0,0,1,0,1,0,0.2473771642,0.9937567646,0.6280841604,0.3657020344,0.8425019155,0.8583312556
0,1,0,0,0,0,1,0.8760863403,0.7738796370,0.2257339950,0.1777880159,0.2981605227,0.9713637060
1,0,1,1,1,1,0,0.3158790520,0.4665041049,0.2724984577,0.9481585938,0.9111669660,0.3787983065
0,1,1,1,0,1,0,0.7467736080,0.1722914320,0.1672285944,0.1310248217,0.1720026094,0.7349603553
0,1,0,1,0,1,1,0.9665006762,0.6173462612,0.1070823064,0.1648211111,0.4443214177,0.2972300653
0,0,0,0,1,0,1,0.2411539499,0.4325794796,0.8797035748,0.5572503265,0.8654482034,0.3110133591
